# BUSCO version is: 3.0.0 
# The lineage dataset is: tetrapoda_odb9 (Creation date: 2016-02-13, number of species: 55, number of BUSCOs: 3950)
# To reproduce this run: python /mnt/lustre/software/linuxbrew/colsa/bin/busco -i /mnt/lustre/macmaneslab/shared/Stuckert/Stuckert_Ranitomeya_imitator_genome/imitator.1.3.6.fa -o Ranitomeya_imitator_genome_BUSCO -l /mnt/lustre/macmaneslab/ams1236/Oyster_River_Protocol/busco_dbs/tetrapoda_odb9/ -m genome -c 40 -sp human
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090700XL	Duplicated	scaffold2392_pilon_pilon	39212	136189	1926.4	983
EOG090700XL	Duplicated	scaffold65_pilon_pilon	2336702	2365921	2071.2	956
EOG090700XU	Complete	scaffold31_pilon_pilon	4435347	4491346	1915.6	922
EOG090700XV	Duplicated	scaffold116_pilon_pilon	5346145	5405267	1690.9	950
EOG090700XV	Duplicated	scaffold6931_pilon_pilon	29186	41266	1851.9	970
EOG090700XX	Duplicated	scaffold422_pilon_pilon	510824	532282	1497.0	756
EOG090700XX	Duplicated	scaffold43_pilon_pilon	1298346	1321127	1667.9	805
EOG090700Y3	Complete	scaffold45_pilon_pilon	7507336	7539183	1748.0	809
EOG090700Y9	Complete	scaffold36_pilon_pilon	14073056	14119422	2357.4	1107
EOG090700YC	Complete	scaffold26_pilon_pilon	2968973	3042000	2211.8	1145
EOG090700YM	Missing
EOG090700YQ	Complete	scaffold300_pilon_pilon	314815	363392	2142.4	1020
EOG090700YS	Complete	scaffold361_pilon_pilon	155069	225849	1699.8	969
EOG090700Z0	Complete	scaffold8964_pilon_pilon	29611	69157	934.0	672
EOG090700Z5	Complete	scaffold317_pilon_pilon	386643	457399	1911.6	990
EOG090700ZF	Complete	scaffold1091_pilon_pilon	54202	189267	1639.3	889
EOG090700ZH	Complete	scaffold3604_pilon_pilon	243295	261841	1197.5	635
EOG090700ZJ	Complete	scaffold164_pilon_pilon	2910218	3140869	1893.3	1023
EOG090700ZO	Complete	scaffold28_pilon_pilon	6305731	6359763	1336.6	724
EOG090700ZP	Complete	scaffold18_pilon_pilon	14520445	14608383	1536.2	910
EOG090700ZT	Complete	scaffold64_pilon_pilon	2046454	2156160	2328.5	1152
EOG090700ZZ	Fragmented	scaffold14038_pilon_pilon	49825	76852	426.7	266
EOG09070104	Complete	scaffold13_pilon_pilon	7671948	7675166	1364.2	912
EOG09070106	Complete	scaffold7_pilon_pilon	11521208	11630139	1949.6	1181
EOG0907010A	Complete	scaffold141_pilon_pilon	2886818	2952975	1826.7	1177
EOG0907010B	Complete	scaffold468_pilon_pilon	102393	161754	1356.1	880
EOG0907010C	Complete	scaffold138_pilon_pilon	5631818	5715633	1655.6	846
EOG0907010F	Complete	scaffold183_pilon_pilon	3576209	3659607	1178.9	989
EOG0907010H	Complete	scaffold58_pilon_pilon	825332	883258	1349.8	806
EOG0907010N	Complete	scaffold1_pilon_pilon	4608675	4676780	2103.9	953
EOG0907010O	Complete	scaffold2_pilon_pilon	18673049	18711135	1899.5	993
EOG0907010Q	Fragmented	scaffold67_pilon_pilon	8710791	8772582	1517.3	798
EOG0907010R	Complete	scaffold110_pilon_pilon	2621872	2699829	1969.5	998
EOG0907010W	Complete	scaffold22_pilon_pilon	3750115	3830121	1771.7	927
EOG0907010X	Duplicated	scaffold1341_pilon_pilon	271549	396773	1701.1	888
EOG0907010X	Duplicated	scaffold6_pilon_pilon	4253583	4340145	1828.0	896
EOG09070110	Duplicated	scaffold23_pilon_pilon	14548422	14594116	1958.9	943
EOG09070110	Duplicated	scaffold5223_pilon_pilon	126989	177518	1956.6	943
EOG09070115	Complete	scaffold1_pilon_pilon	2789619	2792810	1075.1	890
EOG09070116	Complete	scaffold114_pilon_pilon	366617	449334	1669.3	877
EOG09070118	Fragmented	scaffold566_pilon_pilon	37886	64074	579.9	487
EOG0907011A	Duplicated	scaffold12745_pilon_pilon	68	47147	1042.1	556
EOG0907011A	Duplicated	scaffold56_pilon_pilon	11469656	11488119	1194.7	550
EOG0907011C	Complete	scaffold123_pilon_pilon	795542	825543	1476.3	930
EOG0907011E	Complete	scaffold60_pilon_pilon	1021230	1071064	1712.8	803
EOG0907011G	Complete	scaffold75_pilon_pilon	1751417	1817826	1734.6	846
EOG0907011L	Complete	scaffold89_pilon_pilon	3762900	3806399	1963.2	966
EOG0907011Q	Complete	scaffold31_pilon_pilon	12688502	12732449	2001.9	884
EOG0907011R	Complete	scaffold201_pilon_pilon	1415406	1469538	935.0	741
EOG0907011V	Complete	scaffold352_pilon_pilon	505834	509292	1800.5	983
EOG09070121	Complete	scaffold23_pilon_pilon	10685315	10790306	1364.1	799
EOG0907012A	Fragmented	scaffold177_pilon_pilon	1	7960	354.6	188
EOG0907012C	Complete	scaffold24_pilon_pilon	12950109	12981998	1555.6	1118
EOG0907012E	Duplicated	scaffold12_pilon_pilon	8193633	8242759	1525.2	759
EOG0907012E	Duplicated	scaffold18577_pilon_pilon	33165	47767	1401.9	729
EOG0907012F	Complete	scaffold485_pilon_pilon	618914	622048	1722.7	914
EOG0907012I	Complete	scaffold31_pilon_pilon	144381	294958	1777.7	911
EOG0907012J	Complete	scaffold8_pilon_pilon	11101360	11160619	1768.0	909
EOG0907012L	Missing
EOG0907012P	Duplicated	scaffold15023_pilon_pilon	25353	39287	1563.1	916
EOG0907012P	Duplicated	scaffold50_pilon_pilon	6921472	6939005	1807.4	924
EOG0907012R	Complete	scaffold8_pilon_pilon	7017731	7050097	2052.1	972
EOG0907012W	Fragmented	scaffold124_pilon_pilon	2560927	2599630	1504.2	808
EOG0907012X	Complete	scaffold40_pilon_pilon	6999910	7060309	2181.4	1026
EOG09070130	Complete	scaffold31_pilon_pilon	16995447	17046377	1886.7	995
EOG09070132	Complete	scaffold5_pilon_pilon	18826353	18896544	873.0	969
EOG09070134	Complete	scaffold57_pilon_pilon	12621168	12640387	2180.1	1059
EOG09070138	Complete	scaffold203_pilon_pilon	1875493	1918766	1242.3	825
EOG0907013A	Complete	scaffold92_pilon_pilon	3516090	3543360	1660.2	940
EOG0907013C	Complete	scaffold110_pilon_pilon	1696258	1700526	1537.7	1190
EOG0907013N	Complete	scaffold13_pilon_pilon	21902682	22005945	1528.0	806
EOG0907013Q	Complete	scaffold2_pilon_pilon	2754949	2820749	1626.3	812
EOG09070140	Complete	scaffold7_pilon_pilon	4119075	4246662	1390.8	698
EOG09070143	Complete	scaffold80_pilon_pilon	4588404	4675645	1740.1	935
EOG09070149	Complete	scaffold116_pilon_pilon	2829471	2876494	1338.0	990
EOG0907014A	Complete	scaffold76_pilon_pilon	5069084	5111695	1340.3	861
EOG0907014C	Duplicated	scaffold1_pilon_pilon	40731370	40786674	1792.8	945
EOG0907014C	Duplicated	scaffold6231_pilon_pilon	99163	158217	1773.7	939
EOG0907014F	Complete	scaffold138_pilon_pilon	579540	666744	1579.9	880
EOG0907014H	Complete	scaffold14998_pilon_pilon	6750	36783	1328.8	764
EOG0907014N	Complete	scaffold19_pilon_pilon	20294744	20355107	1904.9	914
EOG0907014T	Duplicated	scaffold1834_pilon_pilon	254611	368433	1942.2	952
EOG0907014T	Duplicated	scaffold4_pilon_pilon	35616085	35703730	1948.4	953
EOG0907014V	Duplicated	scaffold297_pilon_pilon	1041601	1176988	1907.5	886
EOG0907014V	Duplicated	scaffold51_pilon_pilon	1925026	2018899	1666.6	839
EOG0907014Y	Complete	scaffold174_pilon_pilon	3615915	3852035	1735.9	829
EOG09070150	Complete	scaffold12_pilon_pilon	196592	221661	1778.0	803
EOG09070153	Complete	scaffold7_pilon_pilon	11181784	11202061	956.3	862
EOG09070154	Complete	scaffold328_pilon_pilon	743824	773135	1818.1	882
EOG0907015D	Complete	scaffold138_pilon_pilon	5092279	5103844	223.2	214
EOG0907015H	Complete	scaffold140_pilon_pilon	3629560	3713709	1425.2	804
EOG0907015S	Complete	scaffold1_pilon_pilon	13348647	13395056	1844.4	929
EOG0907015X	Duplicated	scaffold132_pilon_pilon	862515	949297	1602.8	741
EOG0907015X	Duplicated	scaffold6499_pilon_pilon	34377	152321	1657.8	792
EOG0907015Y	Complete	scaffold50_pilon_pilon	4924323	4949075	740.9	479
EOG09070163	Complete	scaffold58_pilon_pilon	8584019	8590814	1609.8	933
EOG09070166	Complete	scaffold131_pilon_pilon	3042365	3075848	1329.7	723
EOG09070167	Duplicated	scaffold17_pilon_pilon	9910548	9943922	1659.9	840
EOG09070167	Duplicated	scaffold6149_pilon_pilon	60366	100790	1491.7	839
EOG0907016A	Complete	scaffold18_pilon_pilon	19398278	19442545	1285.2	767
EOG0907016H	Missing
EOG0907016M	Complete	scaffold31_pilon_pilon	4732321	4783450	1568.2	815
EOG0907016P	Complete	scaffold4_pilon_pilon	7518476	7627192	1096.2	585
EOG0907016T	Complete	scaffold29_pilon_pilon	14787259	14837443	1899.4	908
EOG0907016Y	Complete	scaffold24_pilon_pilon	8766712	8867933	1997.5	932
EOG09070170	Complete	scaffold139_pilon_pilon	3994778	4013850	1090.9	665
EOG09070175	Complete	scaffold28_pilon_pilon	1749387	1810925	1739.2	836
EOG0907017A	Duplicated	scaffold169_pilon_pilon	44005	61185	1637.6	862
EOG0907017A	Duplicated	scaffold2875_pilon_pilon	147785	195206	1396.7	869
EOG0907017C	Complete	scaffold1_pilon_pilon	5852503	5922507	1569.4	933
EOG0907017O	Complete	scaffold13_pilon_pilon	3475498	3539730	1926.0	1077
EOG0907017S	Complete	scaffold18_pilon_pilon	8437257	8533719	1636.5	927
EOG09070182	Complete	scaffold5676_pilon_pilon	76152	111352	1264.0	768
EOG09070186	Complete	scaffold8_pilon_pilon	26549995	26586825	1891.3	937
EOG09070188	Complete	scaffold1353_pilon_pilon	417496	471539	994.3	869
EOG0907018A	Complete	scaffold80_pilon_pilon	4550778	4581497	1723.6	910
EOG0907018C	Complete	scaffold166_pilon_pilon	255431	302620	1796.2	882
EOG0907018R	Complete	scaffold86_pilon_pilon	5908568	5936727	1637.5	860
EOG0907018V	Complete	scaffold198_pilon_pilon	3069034	3144440	1659.3	845
EOG0907018X	Duplicated	scaffold3692_pilon_pilon	52242	177723	1729.5	998
EOG0907018X	Duplicated	scaffold58_pilon_pilon	1092792	1121379	1965.3	997
EOG09070194	Complete	scaffold26_pilon_pilon	9959790	10030907	1768.3	817
EOG0907019A	Fragmented	scaffold74_pilon_pilon	5238561	5275899	746.9	374
EOG0907019C	Complete	scaffold316_pilon_pilon	68192	129458	1747.1	930
EOG0907019D	Duplicated	scaffold674_pilon_pilon	618449	730439	1696.9	804
EOG0907019D	Duplicated	scaffold95_pilon_pilon	1246970	1318486	1792.6	816
EOG0907019J	Complete	scaffold573_pilon_pilon	603228	669108	1149.5	804
EOG0907019K	Complete	scaffold42_pilon_pilon	7365049	7380596	1794.7	861
EOG0907019N	Complete	scaffold70_pilon_pilon	3713677	3799255	1831.5	857
EOG0907019O	Complete	scaffold8_pilon_pilon	19281221	19307429	1510.1	778
EOG0907019R	Missing
EOG0907019U	Complete	scaffold67_pilon_pilon	1291313	1314324	1735.0	793
EOG0907019W	Missing
EOG090701A2	Complete	scaffold31_pilon_pilon	4321568	4340281	1708.4	881
EOG090701A9	Complete	scaffold60_pilon_pilon	10297271	10375851	1359.2	777
EOG090701AC	Complete	scaffold21_pilon_pilon	7699595	7752175	1719.9	837
EOG090701AE	Complete	scaffold167_pilon_pilon	4717174	4778275	1795.3	935
EOG090701AM	Complete	scaffold23_pilon_pilon	8484159	8563429	1433.6	820
EOG090701AS	Complete	scaffold167_pilon_pilon	1472754	1552276	1466.9	717
EOG090701AT	Complete	scaffold75_pilon_pilon	3559139	3581066	1660.9	820
EOG090701AW	Complete	scaffold16_pilon_pilon	8687644	8756539	1524.9	828
EOG090701AX	Duplicated	scaffold1800_pilon_pilon	139056	249547	1823.7	848
EOG090701AX	Duplicated	scaffold4_pilon_pilon	28658524	28718532	1865.0	847
EOG090701AY	Complete	scaffold153_pilon_pilon	3363138	3471136	1753.4	846
EOG090701BD	Complete	scaffold174_pilon_pilon	1237881	1325838	1826.2	973
EOG090701BL	Duplicated	scaffold162_pilon_pilon	3215075	3225082	1841.5	873
EOG090701BL	Duplicated	scaffold20756_pilon_pilon	2703	15285	1623.8	873
EOG090701BM	Complete	scaffold19_pilon_pilon	10937086	10959521	1637.2	906
EOG090701BN	Complete	scaffold30_pilon_pilon	5498407	5588507	1656.4	774
EOG090701BO	Complete	scaffold307_pilon_pilon	111071	180457	1070.3	619
EOG090701BS	Complete	scaffold41_pilon_pilon	10217349	10301095	1575.0	814
EOG090701BT	Complete	scaffold71_pilon_pilon	6531346	6545612	1610.1	961
EOG090701BU	Complete	scaffold50_pilon_pilon	8143951	8184351	1777.7	861
EOG090701BW	Complete	scaffold109_pilon_pilon	6651980	6779028	1357.9	766
EOG090701BZ	Complete	scaffold4_pilon_pilon	22349041	22476785	1631.0	803
EOG090701C1	Complete	scaffold10_pilon_pilon	23678224	23729040	1759.6	1247
EOG090701C7	Duplicated	scaffold14981_pilon_pilon	18438	44168	1565.8	807
EOG090701C7	Duplicated	scaffold8_pilon_pilon	6463631	6475685	1576.7	764
EOG090701CA	Complete	scaffold140_pilon_pilon	2429422	2471537	1700.4	872
EOG090701CC	Complete	scaffold22_pilon_pilon	10157785	10242385	1668.3	835
EOG090701CD	Complete	scaffold45_pilon_pilon	9319655	9372793	1812.5	873
EOG090701CP	Complete	scaffold3330_pilon_pilon	198171	223035	1073.8	888
EOG090701CQ	Complete	scaffold191_pilon_pilon	559202	650300	1865.7	902
EOG090701CS	Complete	scaffold114_pilon_pilon	148855	202551	1387.5	853
EOG090701CX	Complete	scaffold48_pilon_pilon	4690366	4791747	1906.1	1156
EOG090701CY	Missing
EOG090701D2	Complete	scaffold7_pilon_pilon	15377898	15485169	2093.1	1040
EOG090701D9	Fragmented	scaffold6957_pilon_pilon	306	34116	459.1	486
EOG090701DD	Complete	scaffold36_pilon_pilon	593095	710352	1710.9	1064
EOG090701DG	Complete	scaffold38_pilon_pilon	3094689	3170439	1591.7	822
EOG090701DH	Complete	scaffold5_pilon_pilon	33372258	33469833	1717.2	830
EOG090701DI	Complete	scaffold281_pilon_pilon	563224	666295	1783.0	843
EOG090701DS	Complete	scaffold19_pilon_pilon	10626844	10680622	1690.4	1018
EOG090701DV	Complete	scaffold153_pilon_pilon	655929	727912	1884.5	1051
EOG090701DW	Fragmented	scaffold20945_pilon_pilon	1	20243	1307.1	674
EOG090701E0	Complete	scaffold21_pilon_pilon	8165953	8193109	1599.8	867
EOG090701E2	Complete	scaffold9_pilon_pilon	24442639	24510693	1698.2	1000
EOG090701E3	Duplicated	scaffold15_pilon_pilon	8289344	8320925	1055.7	566
EOG090701E3	Duplicated	scaffold313_pilon_pilon	314779	361650	1010.8	535
EOG090701E6	Complete	scaffold111_pilon_pilon	3116494	3179328	1572.4	911
EOG090701E7	Complete	scaffold34_pilon_pilon	5278274	5316264	1555.1	779
EOG090701EI	Complete	scaffold167_pilon_pilon	1685360	1759537	2184.3	1019
EOG090701ET	Duplicated	scaffold6848_pilon_pilon	80499	141480	1446.6	755
EOG090701ET	Duplicated	scaffold9_pilon_pilon	15498238	15551632	1562.1	755
EOG090701EU	Complete	scaffold16_pilon_pilon	2427522	2519328	1474.8	770
EOG090701EX	Complete	scaffold234_pilon_pilon	845359	961991	1319.7	757
EOG090701F1	Duplicated	scaffold12757_pilon_pilon	3245	34624	1279.6	752
EOG090701F1	Duplicated	scaffold72_pilon_pilon	3560659	3579540	1475.6	752
EOG090701F2	Complete	scaffold678_pilon_pilon	96324	138160	1536.7	735
EOG090701F9	Complete	scaffold55_pilon_pilon	610325	670637	1113.1	799
EOG090701FA	Fragmented	scaffold33_pilon_pilon	10560541	10588418	1401.7	702
EOG090701FB	Complete	scaffold64_pilon_pilon	7631648	7746689	1856.3	902
EOG090701FK	Complete	scaffold38_pilon_pilon	3428067	3516706	1360.5	815
EOG090701FM	Complete	scaffold33_pilon_pilon	7701671	7789405	1707.4	828
EOG090701FR	Complete	scaffold790_pilon_pilon	323135	364529	423.4	480
EOG090701FU	Duplicated	scaffold132_pilon_pilon	2400364	2420099	1269.9	594
EOG090701FU	Duplicated	scaffold3117_pilon_pilon	8171	70076	1122.6	593
EOG090701FX	Complete	scaffold33_pilon_pilon	3686773	3786918	1425.9	851
EOG090701G0	Complete	scaffold53_pilon_pilon	6232028	6268584	1514.7	734
EOG090701G1	Complete	scaffold56_pilon_pilon	7169811	7222472	1694.0	823
EOG090701G4	Complete	scaffold18_pilon_pilon	12170978	12201403	1225.9	714
EOG090701G5	Complete	scaffold41_pilon_pilon	10131687	10203788	1791.5	858
EOG090701G6	Complete	scaffold86_pilon_pilon	5330410	5502418	1137.2	581
EOG090701G7	Complete	scaffold79_pilon_pilon	8004838	8067159	1671.5	784
EOG090701GD	Complete	scaffold35_pilon_pilon	312178	340642	1677.3	1022
EOG090701GH	Missing
EOG090701GI	Complete	scaffold182_pilon_pilon	3731780	3747865	1100.4	711
EOG090701GL	Duplicated	scaffold2583_pilon_pilon	187702	190959	1562.8	888
EOG090701GL	Duplicated	scaffold50_pilon_pilon	5162411	5171888	1730.3	866
EOG090701GM	Complete	scaffold47_pilon_pilon	5713652	5793531	1302.4	622
EOG090701GN	Complete	scaffold30_pilon_pilon	10816298	10858399	1618.8	772
EOG090701GR	Complete	scaffold36_pilon_pilon	4814833	4838353	1838.3	1054
EOG090701GV	Complete	scaffold128_pilon_pilon	962662	1008700	1464.6	715
EOG090701H0	Complete	scaffold124_pilon_pilon	3669149	3768009	1167.0	541
EOG090701H3	Complete	scaffold76_pilon_pilon	2792382	2983760	1402.5	746
EOG090701H4	Complete	scaffold549_pilon_pilon	293987	387783	1266.2	840
EOG090701H6	Duplicated	scaffold5388_pilon_pilon	45553	127491	1601.4	823
EOG090701H6	Duplicated	scaffold8_pilon_pilon	27284963	27348750	1825.6	827
EOG090701H7	Complete	scaffold89_pilon_pilon	3542622	3570128	1499.5	823
EOG090701HA	Complete	scaffold60_pilon_pilon	4653863	4695820	1100.0	742
EOG090701HB	Complete	scaffold32_pilon_pilon	14876616	14902977	1290.0	767
EOG090701HG	Complete	scaffold86_pilon_pilon	5849062	5906147	1390.4	731
EOG090701HP	Duplicated	scaffold13212_pilon_pilon	20158	48011	1412.0	835
EOG090701HP	Duplicated	scaffold5_pilon_pilon	9622691	9642967	1655.5	897
EOG090701HT	Complete	scaffold140_pilon_pilon	1492753	1518137	937.7	594
EOG090701HU	Fragmented	scaffold14_pilon_pilon	792995	831265	701.7	388
EOG090701HX	Complete	scaffold15_pilon_pilon	14745279	14779153	1418.5	771
EOG090701I5	Complete	scaffold73_pilon_pilon	4363835	4463728	1756.3	1806
EOG090701I6	Duplicated	scaffold719_pilon_pilon	57711	135143	1618.4	833
EOG090701I6	Duplicated	scaffold9_pilon_pilon	8961398	9033203	1622.6	834
EOG090701I9	Complete	scaffold19_pilon_pilon	6565749	6605372	1570.0	765
EOG090701IG	Duplicated	scaffold2413_pilon_pilon	110789	203679	1426.3	733
EOG090701IG	Duplicated	scaffold6_pilon_pilon	12787386	12868665	1288.0	649
EOG090701IN	Complete	scaffold933_pilon_pilon	381772	396701	861.1	634
EOG090701IS	Missing
EOG090701IT	Complete	scaffold1_pilon_pilon	12928486	13062775	1468.5	728
EOG090701IV	Complete	scaffold2272_pilon_pilon	183630	306136	802.8	743
EOG090701IZ	Complete	scaffold48_pilon_pilon	5654491	5741844	1575.1	1183
EOG090701J3	Complete	scaffold18_pilon_pilon	51957	109395	1714.2	802
EOG090701J9	Complete	scaffold215_pilon_pilon	1703922	1795308	1111.0	605
EOG090701JA	Complete	scaffold7_pilon_pilon	26261980	26375704	1449.2	742
EOG090701JF	Duplicated	scaffold26_pilon_pilon	2326273	2345822	1666.0	822
EOG090701JF	Duplicated	scaffold299_pilon_pilon	1112388	1163784	1580.3	822
EOG090701JK	Complete	scaffold23_pilon_pilon	17715222	17795804	1742.0	772
EOG090701JL	Complete	scaffold42_pilon_pilon	4470869	4583412	1660.2	849
EOG090701JM	Fragmented	scaffold971_pilon_pilon	513140	526616	876.2	385
EOG090701JO	Complete	scaffold43_pilon_pilon	944436	991171	1399.1	814
EOG090701JV	Complete	scaffold162_pilon_pilon	2098742	2148407	1367.5	791
EOG090701JW	Complete	scaffold34_pilon_pilon	10304121	10365431	1280.8	739
EOG090701K2	Complete	scaffold76_pilon_pilon	5586512	5693835	1397.3	984
EOG090701K3	Complete	scaffold27_pilon_pilon	13772084	13806310	1331.0	703
EOG090701K4	Complete	scaffold10_pilon_pilon	1709486	1767743	1104.4	698
EOG090701K8	Fragmented	scaffold6444_pilon_pilon	72718	92140	487.5	333
EOG090701KB	Complete	scaffold12_pilon_pilon	19705298	19738316	1869.8	857
EOG090701KF	Complete	scaffold43_pilon_pilon	10896245	10925128	1483.9	942
EOG090701KG	Complete	scaffold16_pilon_pilon	5193272	5362859	1280.8	785
EOG090701KH	Complete	scaffold65_pilon_pilon	10290928	10392138	1561.3	780
EOG090701KJ	Complete	scaffold30_pilon_pilon	8591763	8617587	1340.6	871
EOG090701KL	Complete	scaffold10_pilon_pilon	8069692	8199870	1742.9	862
EOG090701KU	Fragmented	scaffold154_pilon_pilon	3337310	3382115	270.4	137
EOG090701KY	Complete	scaffold5_pilon_pilon	623198	635783	1423.0	776
EOG090701KZ	Fragmented	scaffold6306_pilon_pilon	40861	70215	916.3	554
EOG090701L1	Complete	scaffold188_pilon_pilon	732353	823510	986.0	663
EOG090701L4	Complete	scaffold203_pilon_pilon	3313535	3356517	1942.4	975
EOG090701L6	Complete	scaffold137_pilon_pilon	2417649	2453660	1482.2	784
EOG090701L8	Duplicated	scaffold17_pilon_pilon	3571153	3623388	1407.5	817
EOG090701L8	Duplicated	scaffold1885_pilon_pilon	234875	295994	1472.9	821
EOG090701LA	Duplicated	scaffold58_pilon_pilon	1843081	1869948	1811.6	867
EOG090701LA	Duplicated	scaffold7094_pilon_pilon	1543	50556	1577.2	851
EOG090701LD	Complete	scaffold220_pilon_pilon	112336	135744	1204.5	561
EOG090701LG	Complete	scaffold469_pilon_pilon	205476	257173	1483.1	776
EOG090701LH	Complete	scaffold102_pilon_pilon	1214679	1309711	1422.9	730
EOG090701LK	Complete	scaffold1202_pilon_pilon	112824	379401	1229.4	791
EOG090701LM	Complete	scaffold499_pilon_pilon	620511	684568	1574.4	801
EOG090701LO	Complete	scaffold34_pilon_pilon	5672799	5695163	1659.9	750
EOG090701LP	Complete	scaffold55_pilon_pilon	456964	497607	1638.1	937
EOG090701LQ	Complete	scaffold162_pilon_pilon	2737515	2755606	1969.7	1156
EOG090701LR	Complete	scaffold191_pilon_pilon	2625565	2644301	1270.9	601
EOG090701M1	Complete	scaffold15_pilon_pilon	4218	43998	1517.8	802
EOG090701M2	Complete	scaffold121_pilon_pilon	5554001	5605446	1652.5	791
EOG090701M4	Complete	scaffold9_pilon_pilon	25174977	25214209	1207.4	642
EOG090701MA	Duplicated	scaffold151_pilon_pilon	347296	399437	1142.9	564
EOG090701MA	Duplicated	scaffold17198_pilon_pilon	25887	57710	1072.8	550
EOG090701MC	Complete	scaffold9_pilon_pilon	19993157	20054021	973.4	493
EOG090701ME	Complete	scaffold18_pilon_pilon	8667246	8750611	2112.8	1085
EOG090701MF	Duplicated	scaffold12558_pilon_pilon	55489	70092	557.3	516
EOG090701MF	Duplicated	scaffold64_pilon_pilon	4723333	4764649	600.8	333
EOG090701MH	Complete	scaffold38_pilon_pilon	2100206	2106875	1494.5	833
EOG090701MJ	Complete	scaffold231_pilon_pilon	2248765	2274512	1410.4	696
EOG090701MK	Fragmented	scaffold184_pilon_pilon	3877703	3924014	1046.9	659
EOG090701MO	Complete	scaffold220_pilon_pilon	693110	714707	1397.5	724
EOG090701MT	Complete	scaffold307_pilon_pilon	1303697	1387139	1462.2	731
EOG090701N3	Complete	scaffold20_pilon_pilon	12786245	12813902	1577.1	807
EOG090701N7	Complete	scaffold135_pilon_pilon	3212120	3248748	1346.5	821
EOG090701ND	Complete	scaffold20_pilon_pilon	13735807	13829081	2014.6	1189
EOG090701NH	Duplicated	scaffold162_pilon_pilon	2198109	2251797	1336.6	691
EOG090701NH	Duplicated	scaffold709_pilon_pilon	481978	589974	1467.7	746
EOG090701NI	Complete	scaffold10_pilon_pilon	1432607	1505272	1605.6	867
EOG090701NL	Fragmented	scaffold1095_pilon_pilon	412217	434564	1609.8	759
EOG090701NO	Complete	scaffold89_pilon_pilon	3004625	3064830	1379.6	943
EOG090701NR	Complete	scaffold214_pilon_pilon	2273902	2294335	1653.2	780
EOG090701NZ	Duplicated	scaffold1534_pilon_pilon	264601	280580	1460.6	742
EOG090701NZ	Duplicated	scaffold88_pilon_pilon	237740	269354	1522.7	741
EOG090701O2	Complete	scaffold156_pilon_pilon	20670	52464	1036.7	712
EOG090701O5	Complete	scaffold20_pilon_pilon	15392742	15478076	1523.1	698
EOG090701O8	Complete	scaffold19_pilon_pilon	10562221	10627292	1522.1	793
EOG090701OF	Complete	scaffold13_pilon_pilon	14385246	14413068	1622.0	875
EOG090701OL	Complete	scaffold44_pilon_pilon	13063351	13108038	1326.0	905
EOG090701OM	Complete	scaffold91_pilon_pilon	1785843	1809848	1091.9	753
EOG090701ON	Complete	scaffold7_pilon_pilon	3565016	3581725	1488.2	866
EOG090701OR	Complete	scaffold4520_pilon_pilon	65650	105934	1198.9	543
